id,draw,longitude,latitude,rad
4282,1,-73.42010847,45.76356708,
4293,2,-73.42422834,45.76434548,
4306,3,-73.43967787,45.74584059,
4321,4,-73.45521322,45.73254203,
4338,5,-73.45890394,45.72565189,
6731,6,-73.45032087,45.73200283,
6752,7,-73.43384138,45.74763745,
